CARPETA,Numero de documentos,Nombres de documentos,Número de documentos de tipo video,Nombre de documentos de tipo video,Tamaño (bytes),Tamaño (legible),Formato de video,Numero de subcarpetas,Nombre de subcarpetas,Year,RAW_TITLE,RAW_DIRECTION,RAW_COUNTRY,FOLDER_NAME_TYPE
Star Wars Episode II Attack Of the Clones (2002),4,Attack.of.the.Clones.2002.Bluray.english.srt; ._Attack.of.the.Clones.2002.Bluray.english.srt; Star.Wars.Episode.II.2002.Alien.Subtitles.YIFY.srt; Star.Wars.Episode.II.Attack.of.the.Clones.2002.BrRip.264.YIFY.mp4,1,Star.Wars.Episode.II.Attack.of.the.Clones.2002.BrRip.264.YIFY.mp4,733163524,699.2 MB,mp4,0,No,2002,Star Wars Episode II Attack Of the Clones,,,7
Star Wars Episode III Revenge Of The Sith (2005),3,Star.Wars.Episode.III.Revenge.Of.The.Sith.2005.720p.BDRip.x264.AAC-ViSiON.srt; ._Star.Wars.Episode.III.Revenge.Of.The.Sith.2005.720p.BDRip.x264.AAC-ViSiON.srt; Star.Wars.Episode.III.Revenge.of.the.Sith.2005.BrRip.264.YIFY.mp4,1,Star.Wars.Episode.III.Revenge.of.the.Sith.2005.BrRip.264.YIFY.mp4,732402724,698.5 MB,mp4,0,No,2005,Star Wars Episode III Revenge Of The Sith,,,7
Star Wars Episode IV - A New Hope,3,Star Wars Episode IV - A New Hope.avi; Star Wars Episode IV - A New Hope.srt; Star Wars - Episode IV - A New Hope.jpg,1,Star Wars Episode IV - A New Hope.avi,2141708288,2.0 GB,avi,0,No,,Star Wars Episode Iv - A New Hope,,,1
Star Wars Episode V - The Empire Strikes Back,3,Star Wars - Episode V - The Empire Strikes Back.jpg; Star Wars Episode V - The Empire Strikes Back.avi; Star Wars Episode V - The Empire Strikes Back.srt,1,Star Wars Episode V - The Empire Strikes Back.avi,2141771776,2.0 GB,avi,0,No,,Star Wars Episode V - The Empire Strikes Back,,,1
Star Wars Episode VI - Return Of The Jedi,3,Star Wars Episode VI - Return Of The Jedi.srt; Star Wars - Episode VI - The Return Of The Jedi.jpg; Star Wars Episode VI - Return Of The Jedi.avi,1,Star Wars Episode VI - Return Of The Jedi.avi,2141929472,2.0 GB,avi,0,No,,Star Wars Episode Vi - Return Of The Jedi,,VIR,1
Storm Warning - Geisler 1951,3,Storm Warning - Geisler 1951.avi; ._Storm Warning - Geisler 1951.avi; Storm Warning - Geisler 1951.srt,2,Storm Warning - Geisler 1951.avi; ._Storm Warning - Geisler 1951.avi,1407035392,1.3 GB,avi,0,No,1951,Storm Warning,Geisler ,,8
Strange Impersonation - Mann 1946,4,Strange Impersonation - Mann 1946.avi; ._Strange Impersonation - Mann 1946.avi; Strange Impersonation - Mann 1946.srt; ._Strange Impersonation - Mann 1946.srt,2,Strange Impersonation - Mann 1946.avi; ._Strange Impersonation - Mann 1946.avi,682580076,651.0 MB,avi,0,No,1946,Strange Impersonation,Mann ,,8
Suna no onna,2,Suna no onna.avi; ._Suna no onna.avi,2,Suna no onna.avi; ._Suna no onna.avi,1442480220,1.3 GB,avi,0,No,,Suna No Onna,,,1
Swimming Pool [2003] FR François Ozon,2,Swimming Pool.mpg; Swimming Pool.srt,1,Swimming Pool.mpg,1575751680,1.5 GB,mpg,0,No,2003,Swimming Pool,François Ozon,FRA,4
Sátántangó,5,SATANTANGO (1994) 1-BELA TARR.avi; SATANTANGO (1994) 2-BELA TARR.avi; SATANTANGO (1994) 3-BELA TARR.avi; SATANTANGO (COMPLETO-1994)-BELA TARR-SPAN.SUBT.Jvicla.rar; ._SATANTANGO (COMPLETO-1994)-BELA TARR-SPAN.SUBT.Jvicla.rar,3,SATANTANGO (1994) 1-BELA TARR.avi; SATANTANGO (1994) 2-BELA TARR.avi; SATANTANGO (1994) 3-BELA TARR.avi,4064145408,3.8 GB,avi,0,No,,Sátántangó,,,1
Tacones Lejanos [1991] ES Pedro Almodovar,3,"1991 Tacones lejanos (697,4 Mo).srt; Tacones lejanos.avi; Talons aiguilles fr.srt",1,Tacones lejanos.avi,783042560,746.8 MB,avi,0,No,1991,Tacones Lejanos,Pedro Almodovar,ESP,4
Tangled [2010] US Nathan Greno,3,Tangled.2010.1080p.BluRay.x264-CtrlHD.english-sdh.srt; ._Tangled.2010.1080p.BluRay.x264-CtrlHD.english-sdh.srt; Tangled.2010.1080p.BluRay.x264.YIFY.mp4,1,Tangled.2010.1080p.BluRay.x264.YIFY.mp4,1545647447,1.4 GB,mp4,0,No,2010,Tangled,Nathan Greno,USA,4
Tengoku to Jigoku (High and Low) [1963] JAP Akira Kurosawa,4,El infierno del odio.avi; El infierno del odio.srt; High.and.Low.1963.CRITERION.Bluray.srt; ._High.and.Low.1963.CRITERION.Bluray.srt,1,El infierno del odio.avi,2185381888,2.0 GB,avi,0,No,1963,Tengoku to Jigoku (High and Low),Akira Kurosawa,JPN,4
Tension - Berry 1949,3,Tension - Berry 1949.avi; ._Tension - Berry 1949.avi; Tension - Berry 1949.srt,2,Tension - Berry 1949.avi; ._Tension - Berry 1949.avi,735090688,701.0 MB,avi,0,No,1949,Tension,Berry ,,8
The 13Th Letter - Preminger 1951,3,The 13Th Letter - Preminger 1951.avi; ._The 13Th Letter - Preminger 1951.avi; The 13Th Letter - Preminger 1951.srt,2,The 13Th Letter - Preminger 1951.avi; ._The 13Th Letter - Preminger 1951.avi,732812772,698.9 MB,avi,0,No,1951,The 13Th Letter,Preminger ,,8
The Accused - Dieterle 1949,2,The Accused - Dieterle 1949.avi; ._The Accused - Dieterle 1949.avi,2,The Accused - Dieterle 1949.avi; ._The Accused - Dieterle 1949.avi,887572480,846.5 MB,avi,0,No,1949,The Accused,Dieterle ,,8
The Adventures of Baron Munchausen [1988] UK Terry Gilliam,3,The.Adventures.of.Baron.Munchausen.1988.1080p.BluRay.DTS.x264-hV.ENG.srt; ._The.Adventures.of.Baron.Munchausen.1988.1080p.BluRay.DTS.x264-hV.ENG.srt; The.Adventures.of.Baron.Munchausen.1988.1080p.BluRay.x264.YIFY.mp4,1,The.Adventures.of.Baron.Munchausen.1988.1080p.BluRay.x264.YIFY.mp4,2089450179,1.9 GB,mp4,0,No,1988,The Adventures of Baron Munchausen,Terry Gilliam,GBR,4
The Angel's Share [2012] UK Ken Loach,2,Dreamfilm.se.txt; The.Angels.Share.2012.SWESUB.BRRip.XVID-DaET.avi,1,The.Angels.Share.2012.SWESUB.BRRip.XVID-DaET.avi,738222080,704.0 MB,avi,0,No,2012,The Angel's Share,Ken Loach,GBR,4
The Avengers [2012] USA Joss Whedon,2,The Avengers.DVDRIP.avi; The Avengers.DVDRIP.srt,1,The Avengers.DVDRIP.avi,1215184741,1.1 GB,avi,0,No,2012,The Avengers,Joss Whedon,USA,4
The Best Years of Our Lives,4,The Best Years of Our Lives - Wyler 1946.avi; ._The Best Years of Our Lives - Wyler 1946.avi; The Best Years of Our Lives - Wyler 1946.srt; ._The Best Years of Our Lives - Wyler 1946.srt,2,The Best Years of Our Lives - Wyler 1946.avi; ._The Best Years of Our Lives - Wyler 1946.avi,1567686656,1.5 GB,avi,0,No,,The Best Years Of Our Lives,,,1
The Big Shot - Sailer 1942,2,The Big Shot - Sailer 1942.mpg; The Big Shot - Sailer 1942.srt,1,The Big Shot - Sailer 1942.mpg,1249945600,1.2 GB,mpg,0,No,1942,The Big Shot,Sailer ,,8
The boss - Haskin 1956,2,The boss - Haskin 1956.avi; ._The boss - Haskin 1956.avi,2,The boss - Haskin 1956.avi; ._The boss - Haskin 1956.avi,895057920,853.6 MB,avi,0,No,1956,The boss,Haskin ,,8
The Brood [1979] CA David Cronenberg,3,Sample.avi; The Brood (1979) [DVDRip] [KooKoo].avi; The Brood.srt,2,Sample.avi; The Brood (1979) [DVDRip] [KooKoo].avi,958810112,914.4 MB,avi,1,Subtitles,1979,The Brood,David Cronenberg,CAN,4
The Brothers Grimm [2005] UK Terry Gilliam,3,The.Brothers.Grimm.2005.1080p.BluRay.x264.anoXmous_.mp4; The.Brothers.Grimm.2005.1080p.BluRay.x264.anoXmous_eng.srt; The.Brothers.Grimm.2005.1080p.BluRay.x264.anoXmous_swe.srt,1,The.Brothers.Grimm.2005.1080p.BluRay.x264.anoXmous_.mp4,2200199659,2.0 GB,mp4,0,No,2005,The Brothers Grimm,Terry Gilliam,GBR,4
The corn is green - Irving Rapper 1945,1,"Rapper, Irving  The corn is green - El trigo está verde (1945) En+Es sub [emule].avi",1,"Rapper, Irving  The corn is green - El trigo está verde (1945) En+Es sub [emule].avi",1489176166,1.4 GB,avi,0,No,1945,The corn is green,Irving Rapper ,,8
The Darjeeling Limited [2007] US Wes Anderson,4,i.nfo; The.Darjeeling.Limited.2007.720p.BluRay.x264.anoXmous_.mp4; The.Darjeeling.Limited.2007.720p.BluRay.x264.anoXmous_eng.srt; The.Darjeeling.Limited.2007.720p.BluRay.x264.anoXmous_swe.srt,1,The.Darjeeling.Limited.2007.720p.BluRay.x264.anoXmous_.mp4,1607516505,1.5 GB,mp4,0,No,2007,The Darjeeling Limited,Wes Anderson,USA,4
The Devil Thumbs a Ride - Feist 1947,2,The Devil Thumbs a Ride - Feist 1947.avi; The Devil Thumbs a Ride - Feist 1947.srt,1,The Devil Thumbs a Ride - Feist 1947.avi,843659264,804.6 MB,avi,0,No,1947,The Devil Thumbs a Ride,Feist ,,8
The Devils [1971] UK Ken Russell,4,rb-td.srt; The Devils.1971.US Cut. Spanish.srt; The Devils.srt; The.Devils.1971.DVDRip.XviD-4P2P.avi,1,The.Devils.1971.DVDRip.XviD-4P2P.avi,1568372736,1.5 GB,avi,0,No,1971,The Devils,Ken Russell,GBR,4
The Dreamers [2003] UK Bernardo Bertolucci,4,The Dreamers [Uncut NC-17] (2003) [720p] x264 - Jalucian.mp4; The Dreamers [Uncut NC-17] (2003) [720p] x264 - Jalucian.srt; The Dreamers [Uncut NC-17] (2003) [720p] x264 - Jalucian.txt; The Dreamers [Uncut NC-17].jpg,1,The Dreamers [Uncut NC-17] (2003) [720p] x264 - Jalucian.mp4,999207237,952.9 MB,mp4,0,No,2003,The Dreamers,Bernardo Bertolucci,GBR,4
The Element Of Crime [1984] DEN Lars Von Trier,4,The Element of Crime.avi; The Element of Crime.esp.srt; The Element of Crime.ptb.srt; The Element of Crime.srt,1,The Element of Crime.avi,1468540928,1.4 GB,avi,0,No,1984,The Element Of Crime,Lars Von Trier,DNK,4
The Fall [2006] IN Tarsem Singh,1,The Fall. El sueño de Alejandría. VOS.avi,1,The Fall. El sueño de Alejandría. VOS.avi,734238720,700.2 MB,avi,0,No,2006,The Fall,Tarsem Singh,IND,4
The file on Thelma Jordon - Siodmak 1950,4,The file on Thelma Jordon - Siodmak 1950.avi; ._The file on Thelma Jordon - Siodmak 1950.avi; The file on Thelma Jordon - Siodmak 1950.srt; ._The file on Thelma Jordon - Siodmak 1950.srt,2,The file on Thelma Jordon - Siodmak 1950.avi; ._The file on Thelma Jordon - Siodmak 1950.avi,1149753344,1.1 GB,avi,0,No,1950,The file on Thelma Jordon,Siodmak ,,8
The Fly [1986] US David Cronenberg,2,The Fly.avi; The Fly.jpg,1,The Fly.avi,734273536,700.3 MB,avi,2,Subtitles; Plex Versions,1986,The Fly,David Cronenberg,USA,4
The Gay Sisters -1942 Irving Rapper VOS Español,2,"The Gay Sisters -1942 Irving Rapper- (Barbara Stanwyck, George Brent, Geraldine Fitzgerald).english.avi; The Gay Sisters -1942 Irving Rapper- (Barbara Stanwyck, George Brent, Geraldine Fitzgerald).english.srt",1,"The Gay Sisters -1942 Irving Rapper- (Barbara Stanwyck, George Brent, Geraldine Fitzgerald).english.avi",1258467328,1.2 GB,avi,0,No,1942,The Gay Sisters, Irving Rapper VOS Español,,8
The Girl in the News [1940] UK Carol Reed,2,Girl in the News - Reed 1940.avi; Girl in the News - Reed 1940.srt,1,Girl in the News - Reed 1940.avi,942968832,899.3 MB,avi,0,No,1940,The Girl in the News,Carol Reed,GBR,4
The Golden Compass [2007] US Chris Weitz,3,The Golden Compass[Eng][Subs].en.srt; ._The Golden Compass[Eng][Subs].en.srt; The.Golden.Compass.2007.720p.BluRay.x264.YIFY.mp4,1,The.Golden.Compass.2007.720p.BluRay.x264.YIFY.mp4,852331473,812.8 MB,mp4,0,No,2007,The Golden Compass,Chris Weitz,USA,4
The Grand Budapest Hotel [2014] US Wes Anderson,3,The.Grand.Budapest.Hotel.2014.1080p.BluRay.x264.DTS-WiKi.srt; ._The.Grand.Budapest.Hotel.2014.1080p.BluRay.x264.DTS-WiKi.srt; The.Grand.Budapest.Hotel.2014.1080p.BluRay.x264.YIFY.mp4,1,The.Grand.Budapest.Hotel.2014.1080p.BluRay.x264.YIFY.mp4,1554822306,1.4 GB,mp4,0,No,2014,The Grand Budapest Hotel,Wes Anderson,USA,4
The Great Moment [1944] US Preston Sturges,3,The Great Moment - Sturges 1944.avi; ._The Great Moment - Sturges 1944.avi; The Great Moment - Sturges 1944.srt,2,The Great Moment - Sturges 1944.avi; ._The Great Moment - Sturges 1944.avi,734017536,700.0 MB,avi,0,No,1944,The Great Moment,Preston Sturges,USA,4
The Hasty Heart,2,The Hasty Heart - Sherman 1949.avi; The Hasty Heart - Sherman 1949.srt,1,The Hasty Heart - Sherman 1949.avi,730898432,697.0 MB,avi,0,No,,The Hasty Heart,,,1
The Hatched Man [1932] US William A. Wellman,1,The Hatched Man - Wellman 1932.avi,1,The Hatched Man - Wellman 1932.avi,734750584,700.7 MB,avi,0,No,1932,The Hatched Man,William A. Wellman,USA,4
The Hobbit An Unexpected Journey (2012) [1080p],3,The.Hobbit.An.Unexpected.Journey.2012.1080p.BRrip.x264.GAZ.YIFY-spa.srt; The.Hobbit.An.Unexpected.Journey.2012.1080p.BRrip.x264.GAZ.YIFY.mp4; The.Hobbit.An.Unexpected.Journey.2012.1080p.BRrip.x264.GAZ.YIFY.srt,1,The.Hobbit.An.Unexpected.Journey.2012.1080p.BRrip.x264.GAZ.YIFY.mp4,2684228434,2.5 GB,mp4,0,No,2012,The Hobbit An Unexpected Journey,,,7
The Houston Story - The Houston story 1956,3,The Houston Story - The Houston story 1956.mpg; The Houston Story - The Houston story 1956.srt; ._The Houston Story - The Houston story 1956.srt,1,The Houston Story - The Houston story 1956.mpg,1336567808,1.2 GB,mpg,0,No,1956,The Houston Story,The Houston story ,,8
The Human Centipede (First Sequence) [2009] NED Tom Six,2,d-the.human.centipede-xvid.avi; d-the.human.centipede-xvid.srt,1,d-the.human.centipede-xvid.avi,734113792,700.1 MB,avi,0,No,2009,The Human Centipede (First Sequence),NED Tom Six,,6
The Human Centipede 2 (Full Sequence) [2011] NED Tom Six,2,The Human Centipede 2_2011_DvdRip_vose(Desmiembros.blogspot.com).avi; The.Human.Centipede.II.Full.Sequence.2011.VODRiP.XviD-SiC.srt,1,The Human Centipede 2_2011_DvdRip_vose(Desmiembros.blogspot.com).avi,1469433702,1.4 GB,avi,0,No,2011,The Human Centipede 2 (Full Sequence),NED Tom Six,,6
The Hunger [1983] US Tony Scott,2,The Hunger (1983)[DVDRip][big_dad_e™].AVI; The.Hunger.1983.DVDRIP-LPD.srt,1,The Hunger (1983)[DVDRip][big_dad_e™].AVI,1323760164,1.2 GB,avi,0,No,1983,The Hunger,Tony Scott,USA,4
The Ice Storm,4,The Ice Storm.avi; ._The Ice Storm.avi; The Ice Storm.srt; ._The Ice Storm.srt,2,The Ice Storm.avi; ._The Ice Storm.avi,1263456256,1.2 GB,avi,0,No,,The Ice Storm,,,1
The Imaginarium of Doctor Parnassus [2009] UK Terry Gilliam,3,alli-doctor-720p.srt; ._alli-doctor-720p.srt; [ www.UsaBit.com ] - The Imaginarium of Doctor Parnassus (2009) BluRay 720p 800MB Ganool.mkv,1,[ www.UsaBit.com ] - The Imaginarium of Doctor Parnassus (2009) BluRay 720p 800MB Ganool.mkv,837332409,798.5 MB,mkv,0,No,2009,The Imaginarium of Doctor Parnassus,Terry Gilliam,GBR,4
The Imitation Game 2014 1080p BRRip x264 DTS-JYK,2,The Imitation Game 2014 1080p BRRip x264 DTS-JYK.mkv; The Imitation Game 2014 1080p BRRip x264 DTS-JYK.mkv.jpg,1,The Imitation Game 2014 1080p BRRip x264 DTS-JYK.mkv,3861488413,3.6 GB,mkv,1,Subs,2014,The Imitation Game 2014 1080p BRRip x264 DTS,JYK,,8
The Immigrant - Gray 2013,5,The Immigrant (2013).srt; ._The Immigrant (2013).srt; The Immigrant - Gray 2013.avi; ._The Immigrant - Gray 2013.avi; The Immigrant - Gray 2013.srt,2,The Immigrant - Gray 2013.avi; ._The Immigrant - Gray 2013.avi,1878318546,1.7 GB,avi,0,No,2013,The Immigrant,Gray ,,8
The Incident,3,The Incident - Pierce 1967.avi; ._The Incident - Pierce 1967.avi; The Incident - Pierce 1967.srt,2,The Incident - Pierce 1967.avi; ._The Incident - Pierce 1967.avi,782223360,746.0 MB,avi,0,No,,The Incident,,,1
The Innocents [1961] UK Jack Clayton,2,The.Innocents.1961.BluRay.720p.x264.DTS-MySiLU.mkv; The.Innocents.1961.BluRay.720p.x264.DTS-MySiLU.Sample.mkv,2,The.Innocents.1961.BluRay.720p.x264.DTS-MySiLU.mkv; The.Innocents.1961.BluRay.720p.x264.DTS-MySiLU.Sample.mkv,4740336685,4.4 GB,mkv,0,No,1961,The Innocents,Jack Clayton,GBR,4
The Killer that Stalked New York - McEvoy 1950,4,The Killer that Stalked New York - McEvoy 1950.avi; ._The Killer that Stalked New York - McEvoy 1950.avi; The Killer that Stalked New York - McEvoy 1950.srt; ._The Killer that Stalked New York - McEvoy 1950.srt,2,The Killer that Stalked New York - McEvoy 1950.avi; ._The Killer that Stalked New York - McEvoy 1950.avi,734423040,700.4 MB,avi,0,No,1950,The Killer that Stalked New York,McEvoy ,,8
The Last Movie,4,The Last Movie.avi; ._The Last Movie.avi; The Last Movie.srt; ._The Last Movie.srt,2,The Last Movie.avi; ._The Last Movie.avi,1457584128,1.4 GB,avi,0,No,,The Last Movie,,,1
The Lawless - Joseph Losey 1950,2,The Lawless - Joseph Losey 1950.avi; ._The Lawless - Joseph Losey 1950.avi,2,The Lawless - Joseph Losey 1950.avi; ._The Lawless - Joseph Losey 1950.avi,838365184,799.5 MB,avi,0,No,1950,The Lawless,Joseph Losey ,,8
The Liberation of L.B. Jones,2,The Liberation of L.B. Jones - Wyler 1970.avi; ._The Liberation of L.B. Jones - Wyler 1970.avi,2,The Liberation of L.B. Jones - Wyler 1970.avi; ._The Liberation of L.B. Jones - Wyler 1970.avi,887658496,846.5 MB,avi,0,No,,The Liberation Of L.B. Jones,,,1
The Little Mermaid [1989] US John Musker,2,The Little Mermaid VOS.avi; the.little.mermaid.1989.dvdrip.xvid.particle-ShaN.srt,1,The Little Mermaid VOS.avi,733206528,699.2 MB,avi,0,No,1989,The Little Mermaid,John Musker,USA,4
The Lord of the Rings - The Fellowship of the Ring [2001],6,[TLOTR]The.Fellowship.Of.The.Ring.CD1 [2001][Special.Extended.Edition]DvDrip[Eng]-aXXo.avi; [TLOTR]The.Fellowship.Of.The.Ring.CD1 [2001][Special.Extended.Edition]DvDrip[Eng]-aXXo.srt; ._[TLOTR]The.Fellowship.Of.The.Ring.CD1 [2001][Special.Extended.Edition]DvDrip[Eng]-aXXo.srt; [TLOTR]The.Fellowship.Of.The.Ring.CD2 [2001][Special.Extended.Edition]DvDrip[Eng]-aXXo.avi; [TLOTR]The.Fellowship.Of.The.Ring.CD2 [2001][Special.Extended.Edition]DvDrip[Eng]-aXXo.srt; ._[TLOTR]The.Fellowship.Of.The.Ring.CD2 [2001][Special.Extended.Edition]DvDrip[Eng]-aXXo.srt,2,[TLOTR]The.Fellowship.Of.The.Ring.CD1 [2001][Special.Extended.Edition]DvDrip[Eng]-aXXo.avi; [TLOTR]The.Fellowship.Of.The.Ring.CD2 [2001][Special.Extended.Edition]DvDrip[Eng]-aXXo.avi,1471608832,1.4 GB,avi,1,es,2001,The Lord of the Rings - The Fellowship of the Ring,,,5
The Lord of the Rings - The Return of the King,6,[TLOTR]The.Return.Of.The.King[2003][Special.Extended.Edition]DvDrip.CD1[Eng]-aXXo.avi; [TLOTR]The.Return.Of.The.King[2003][Special.Extended.Edition]DvDrip.CD1[Eng]-aXXo.FR.srt; ._[TLOTR]The.Return.Of.The.King[2003][Special.Extended.Edition]DvDrip.CD1[Eng]-aXXo.FR.srt; [TLOTR]The.Return.Of.The.King[2003][Special.Extended.Edition]DvDrip.CD2[Eng]-aXXo.avi; [TLOTR]The.Return.Of.The.King[2003][Special.Extended.Edition]DvDrip.CD2[Eng]-aXXo.FR.srt; ._[TLOTR]The.Return.Of.The.King[2003][Special.Extended.Edition]DvDrip.CD2[Eng]-aXXo.FR.srt,2,[TLOTR]The.Return.Of.The.King[2003][Special.Extended.Edition]DvDrip.CD1[Eng]-aXXo.avi; [TLOTR]The.Return.Of.The.King[2003][Special.Extended.Edition]DvDrip.CD2[Eng]-aXXo.avi,1468966912,1.4 GB,avi,0,No,,The Lord Of The Rings - The Return Of The King,,,1
The Lord of the Rings - The Two Towers [2002],6,[TLOTR]The.Two.Towers.CD1[2002][Special.Extended.Edition]DvDrip[Eng]-aXXo.avi; [TLOTR]The.Two.Towers.CD1[2002][Special.Extended.Edition]DvDrip[Eng]-aXXo.srt; ._[TLOTR]The.Two.Towers.CD1[2002][Special.Extended.Edition]DvDrip[Eng]-aXXo.srt; [TLOTR]The.Two.Towers.CD2[2002][Special.Extended.Edition]DvDrip[Eng]-aXXo.avi; [TLOTR]The.Two.Towers.CD2[2002][Special.Extended.Edition]DvDrip[Eng]-aXXo.srt; ._[TLOTR]The.Two.Towers.CD2[2002][Special.Extended.Edition]DvDrip[Eng]-aXXo.srt,2,[TLOTR]The.Two.Towers.CD1[2002][Special.Extended.Edition]DvDrip[Eng]-aXXo.avi; [TLOTR]The.Two.Towers.CD2[2002][Special.Extended.Edition]DvDrip[Eng]-aXXo.avi,1470744576,1.4 GB,avi,0,No,2002,The Lord of the Rings - The Two Towers,,,5
The Mahabharata,3,._The Mahabharata 1 - Brook.avi; ._The Mahabharata 2 - Brook.avi; ._The Mahabharata 3 - Brook.avi,3,._The Mahabharata 1 - Brook.avi; ._The Mahabharata 2 - Brook.avi; ._The Mahabharata 3 - Brook.avi,12288,12.0 KB,avi,0,No,,The Mahabharata,,,1
The Man Who Shot Liberty Valance [1962] US John Ford,6,The.Man.Who.Shot.Liberty.Valance.1962.544x288.25fps.730kbs.88mp3.MultiSub.WunSeeDee.avi; The.Man.Who.Shot.Liberty.Valance.1962.544x288.25fps.730kbs.88mp3.MultiSub.WunSeeDee.English.srt; The.Man.Who.Shot.Liberty.Valance.1962.544x288.25fps.730kbs.88mp3.MultiSub.WunSeeDee.French.srt; The.Man.Who.Shot.Liberty.Valance.1962.544x288.25fps.730kbs.88mp3.MultiSub.WunSeeDee.Spanish.srt; The.Man.Who.Shot.Liberty.Valance.1962.544x288.25fps.730kbs.88mp3.MultiSub.WunSeeDee.Subs.rar; ._The.Man.Who.Shot.Liberty.Valance.1962.544x288.25fps.730kbs.88mp3.MultiSub.WunSeeDee.Subs.rar,1,The.Man.Who.Shot.Liberty.Valance.1962.544x288.25fps.730kbs.88mp3.MultiSub.WunSeeDee.avi,735270912,701.2 MB,avi,0,No,1962,The Man Who Shot Liberty Valance,John Ford,USA,4
The Mask of Dimitrios - Negulesco 1944,3,The Mask of Dimitrios - Negulesco 1944.avi; ._The Mask of Dimitrios - Negulesco 1944.avi; The Mask of Dimitrios - Negulesco 1944.srt,2,The Mask of Dimitrios - Negulesco 1944.avi; ._The Mask of Dimitrios - Negulesco 1944.avi,1501679616,1.4 GB,avi,0,No,1944,The Mask of Dimitrios,Negulesco ,,8
The Meaning of Life [1983] UK Terry Gilliam,3,Monty Pythons The Meaning of Life 1983 1080p BluRay x264-DETAiLS [PublicHD].srt; ._Monty Pythons The Meaning of Life 1983 1080p BluRay x264-DETAiLS [PublicHD].srt; The.Meaning.of.Life.1983.720p.BluRay.x264.YIFY.mp4,1,The.Meaning.of.Life.1983.720p.BluRay.x264.YIFY.mp4,846703325,807.5 MB,mp4,0,No,1983,The Meaning of Life,Terry Gilliam,GBR,4
The Millennium Trilogy [Dual Audio],0,,0,,0,0 B,,3,The Girl Who Kicked The Hornets Nest [PART 3 - The Millennium Trilogy] (2009); The Girl Who Played With Fire [PART 2 - The Millennium Trilogy] (2009); The Girl With The Dragon Tattoo [PART 1 - The Millennium Trilogy] (2009),,The Millennium Trilogy [Dual Audio],,,1
The Music Never Stopped [2011] Jim Kohlberg,3,The Music Never Stopped (2011).srt; The Music Never Stopped.2011.720p-sparks.srt; the.music.never.stopped.2011.720p-sparks.mkv,1,the.music.never.stopped.2011.720p-sparks.mkv,4687778267,4.4 GB,mkv,0,No,2011,The Music Never Stopped,Jim Kohlberg,,6
The Odd Couple [1968] US Gene Saks,3,La extrana pareja DUAL.avi; Odd Couple Eng.srt; ._Odd Couple Eng.srt,1,La extrana pareja DUAL.avi,736530432,702.4 MB,avi,0,No,1968,The Odd Couple,Gene Saks,USA,4
The Perks Of Being A Wallflower [2012] Stephen Chbosky,3,The.Perks.Of.Being.A.Wallflower.2012.DVDSCR.XviD-ViP3R(Sample).avi; The.Perks.Of.Being.A.Wallflower.2012.DVDSCR.XviD-ViP3R.avi; The.Perks.Of.Being.A.Wallflower.2012.DVDSCR.XviD-ViP3R.srt,2,The.Perks.Of.Being.A.Wallflower.2012.DVDSCR.XviD-ViP3R(Sample).avi; The.Perks.Of.Being.A.Wallflower.2012.DVDSCR.XviD-ViP3R.avi,741633440,707.3 MB,avi,0,No,2012,The Perks Of Being A Wallflower,Stephen Chbosky,,6
The Pianist [2002] Roman Polanski,2,The.Pianist.2002.1080p.BrRip.x264.YIFY.mp4; The.Pianist.2002.1080p.BrRip.x264.YIFY.srt,1,The.Pianist.2002.1080p.BrRip.x264.YIFY.mp4,2149977390,2.0 GB,mp4,0,No,2002,The Pianist,Roman Polanski,,6
The Public Eye - Franklin 1992,3,The Public Eye - Franklin 1992.avi; ._The Public Eye - Franklin 1992.avi; The Public Eye - Franklin 1992.srt,2,The Public Eye - Franklin 1992.avi; ._The Public Eye - Franklin 1992.avi,1555679232,1.4 GB,avi,0,No,1992,The Public Eye,Franklin ,,8
The Reader [2008] Stephen Daldry,2,The.Reader.2008.720p.BrRip.x264.YIFY.mp4; The.Reader.2008.720p.BrRip.x264.YIFY.srt,1,The.Reader.2008.720p.BrRip.x264.YIFY.mp4,840087004,801.2 MB,mp4,0,No,2008,The Reader,Stephen Daldry,,6
The Rising of the Moon [1957] IRL John Ford,4,The Rising of the Moon - Ford 1957 DUAL.avi; ._The Rising of the Moon - Ford 1957 DUAL.avi; The Rising of the Moon - Ford 1957 ES.srt; ._The Rising of the Moon - Ford 1957 ES.srt,2,The Rising of the Moon - Ford 1957 DUAL.avi; ._The Rising of the Moon - Ford 1957 DUAL.avi,1243893760,1.2 GB,avi,0,No,1957,The Rising of the Moon,John Ford,IRL,4
The River's Edge,3,The River's Edge - Dwan 1957.avi; ._The River's Edge - Dwan 1957.avi; The River's Edge - Dwan 1957.srt,2,The River's Edge - Dwan 1957.avi; ._The River's Edge - Dwan 1957.avi,1564375040,1.5 GB,avi,0,No,,The River'S Edge,,,1
The Rocky Horror Picture Show [1975] UK Jim Sharman,2,The.Rocky.Horror.Picture.Show.1975.720p.BluRay.x264-LCHD.srt; The.Rocky.Horror.Picture.Show.1975.BluRay.720p.x264 {1337x}-Noir.mkv,1,The.Rocky.Horror.Picture.Show.1975.BluRay.720p.x264 {1337x}-Noir.mkv,6294411179,5.9 GB,mkv,0,No,1975,The Rocky Horror Picture Show,Jim Sharman,GBR,4
